clienteid,produtoid,distribuidorid,dataid,quantidadevendida,faturamento,custofrete
5,75,24,804,7,550.34,42.72
49,93,16,1000,91,6072.61,201.60
14,6,13,1137,94,5512.21,56.76
30,42,4,310,11,107.41,7.11
19,14,27,1812,23,1913.32,99.16
41,31,19,1589,33,1976.40,145.24
47,58,1,321,31,2046.33,124.82
42,78,30,746,16,447.56,25.04
33,68,14,1495,8,600.60,47.58
28,95,23,1427,42,690.81,53.11
35,25,27,1662,32,2641.62,145.63
39,63,10,903,82,5921.69,25.72
49,94,22,308,1,15.69,0.18
39,27,4,540,62,2929.14,159.59
43,60,3,1381,90,1186.96,47.60
29,52,27,1210,25,2465.89,126.02
14,9,30,1635,1,61.06,5.69
3,85,6,1800,5,271.74,19.65
33,67,13,1775,94,8532.44,545.91
36,67,19,1455,20,294.77,14.40
40,87,29,161,66,973.65,83.19
44,53,26,1780,92,4106.43,7.39
48,75,29,817,31,879.64,17.51
37,37,29,222,33,2463.59,174.90
11,33,23,545,3,215.34,6.05
41,11,4,773,99,393.94,15.87
45,83,18,1606,36,578.36,26.55
26,46,16,560,33,1971.25,30.20
20,85,17,121,8,698.51,66.67
8,57,27,873,23,1358.69,134.81
15,54,26,103,11,564.14,2.55
7,17,25,1629,31,3001.45,256.43
1,62,12,1097,32,1389.38,138.64
10,93,20,1496,90,1214.59,106.87
11,99,6,488,25,1921.86,12.29
37,30,16,186,21,1524.40,129.94
48,78,10,761,58,1802.27,100.19
32,13,11,51,22,1429.65,109.01
43,93,6,446,60,1765.56,66.81
10,12,20,79,32,1961.05,18.29
46,11,28,1294,8,692.25,43.85
39,35,26,1006,17,1219.47,23.01
17,41,6,805,39,1799.91,2.59
34,76,1,5,47,3117.91,267.27
40,47,27,654,62,5498.74,507.10
24,12,6,1553,25,27.06,0.27
50,58,15,1318,17,1585.24,120.66
31,28,22,1514,92,8030.32,218.97
38,33,6,601,68,395.90,28.03
13,35,4,1166,38,621.23,24.45
41,6,7,1019,68,4951.70,2.08
48,16,19,687,64,1122.43,106.60
46,21,9,1713,13,806.78,67.54
27,45,30,1673,38,1329.51,14.29
46,45,22,1455,99,238.08,1.24
6,49,5,1298,57,520.32,9.55
49,29,29,117,54,1883.37,135.80
12,19,12,1642,9,639.51,9.99
40,97,7,1041,30,1913.28,123.09
42,91,21,702,36,935.36,92.47
7,15,24,1754,3,75.76,5.08
43,96,11,1548,67,6668.23,552.73
18,18,5,1071,9,800.08,42.11
8,72,19,16,7,128.28,2.28
15,94,29,141,87,5800.57,94.13
2,11,18,342,99,8345.30,61.82
14,27,29,811,16,509.81,22.92
23,97,22,1753,50,1508.67,9.97
32,35,27,258,84,1483.94,50.00
8,94,1,1484,25,1599.80,46.93
29,61,9,266,55,1922.84,63.85
2,77,26,1604,59,781.00,57.17
39,42,22,798,1,39.26,1.13
50,40,8,587,83,7695.74,201.57
31,52,29,644,50,4385.04,260.51
40,98,5,813,44,1258.59,45.23
26,18,18,10,63,3088.01,102.58
33,59,5,835,55,3712.38,354.33
22,99,7,792,34,281.41,8.21
44,63,17,170,12,678.06,58.59
4,53,29,1086,34,1945.51,1.62
15,67,14,381,52,5028.30,416.76
34,83,22,457,44,2519.17,64.20
20,39,5,1070,50,4075.10,124.24
19,71,7,756,14,1314.95,77.00
36,16,9,1216,65,1903.20,78.76
13,11,14,677,11,765.99,43.67
42,40,23,100,51,5046.88,393.32
26,15,19,384,52,1479.57,85.58
18,80,24,1699,37,2326.18,163.30
12,49,26,452,96,9523.93,370.45
10,49,16,1408,98,790.97,36.50
19,88,7,502,58,5526.58,131.28
8,19,20,1323,76,4762.14,396.35
49,2,16,1568,83,7685.23,253.52
16,12,1,644,61,981.45,49.72
40,76,9,839,33,547.66,48.56
40,40,19,1385,32,2623.06,45.29
7,73,11,752,52,3291.39,167.31
24,9,10,1540,61,1377.86,79.70
11,57,5,892,51,3348.09,10.99
17,35,9,756,2,49.39,3.75
2,37,24,1089,41,2923.71,157.90
40,56,1,847,67,1270.71,122.87
45,49,15,1746,49,4509.67,374.76
38,72,27,182,59,1913.30,115.68
31,18,30,1376,41,1957.15,149.44
18,11,6,1367,91,6262.88,32.15
40,98,27,572,31,1231.98,0.25
41,51,13,935,69,3411.09,126.74
21,91,3,915,33,1084.56,93.46
16,39,1,1349,53,1290.75,20.68
2,64,29,560,38,566.82,42.23
8,71,29,84,84,3187.29,86.10
35,20,14,165,15,535.25,49.27
24,61,12,953,20,1240.65,52.77
33,69,21,273,78,5146.12,38.33
28,93,15,627,50,3350.33,242.28
2,61,3,1362,68,4737.83,159.40
32,69,5,726,99,3322.24,161.79
21,7,11,1477,22,1610.33,59.67
50,74,18,507,48,4373.68,311.84
36,62,2,1061,74,3313.00,182.88
13,72,17,1049,20,1767.72,127.21
42,90,11,1648,85,6717.47,372.86
29,46,3,1409,46,1045.42,69.99
19,42,30,1422,67,4923.91,235.50
33,13,2,463,30,2293.16,186.13
28,54,17,155,71,438.59,31.18
6,69,20,886,97,1659.87,87.04
36,32,25,903,90,7145.56,445.21
21,63,11,980,52,956.43,92.92
17,17,29,341,11,388.81,30.63
42,65,7,1388,84,309.55,8.81
8,58,29,272,5,359.24,13.39
36,17,26,815,76,6538.87,351.49
34,85,29,815,24,465.82,4.19
10,99,27,139,94,5157.75,429.83
45,67,19,434,42,2943.90,203.42
32,18,5,1733,92,4889.81,174.76
3,55,6,1678,32,174.31,10.34
19,86,4,811,58,1402.74,80.56
10,78,25,761,23,892.73,61.90
38,47,20,689,49,1940.39,170.68
45,38,10,586,30,313.89,25.01
17,35,19,1690,68,1678.55,127.59
16,74,17,1534,41,3010.63,60.44
47,68,13,790,62,3616.74,38.96
27,89,28,672,33,367.33,25.69
40,52,7,182,33,2342.54,129.57
49,44,11,767,13,1247.74,7.35
32,22,24,487,51,1785.48,17.24
16,36,22,1662,44,1188.79,87.29
35,31,14,910,48,1178.55,80.92
31,83,30,704,46,1743.05,83.17
2,91,28,217,11,609.49,32.01
10,54,25,1565,96,2164.09,199.32
36,66,10,1746,53,1803.15,32.21
49,1,23,528,89,6822.73,493.22
10,52,24,1276,78,2729.58,178.01
49,72,29,213,81,1142.32,78.73
46,64,11,748,23,1265.24,34.75
18,8,14,1526,20,1402.01,46.01
47,72,3,1465,15,1367.54,22.75
13,25,29,87,61,4491.08,351.04
16,26,3,424,35,463.09,23.65
24,70,8,1650,41,2854.13,160.26
19,93,10,555,19,354.86,23.88
10,7,6,165,38,2243.40,188.93
18,15,20,1172,67,4750.31,57.37
44,71,8,1309,56,3910.98,234.74
6,5,28,89,28,1903.26,12.72
27,76,28,1083,9,688.32,42.84
25,97,23,1779,39,2925.85,80.31
10,27,21,1264,51,4669.29,264.95
24,49,11,705,89,7609.33,157.30
28,44,14,72,33,344.27,15.69
27,60,21,1596,100,3464.69,286.98
16,67,4,1635,5,219.14,16.14
28,11,7,1433,93,7047.36,543.22
16,6,10,1117,58,3721.93,341.54
19,25,29,235,51,874.83,72.34
19,62,6,1783,21,1669.76,121.08
25,48,11,1070,37,1623.33,30.27
2,77,5,118,50,4029.79,95.28
26,37,17,85,24,1542.73,32.83
14,77,10,1358,7,15.07,0.69
30,21,19,559,50,2016.49,185.57
41,40,18,379,3,219.91,6.63
13,67,22,317,14,968.93,43.67
22,60,18,1700,94,1361.49,43.51
41,56,11,946,41,2276.77,166.04
19,30,29,751,17,1157.11,71.65
47,26,17,501,53,408.48,24.98
41,55,13,465,15,1251.71,31.28
2,64,10,762,5,279.79,8.03
13,47,5,1008,22,327.02,10.00
37,82,13,310,12,559.09,10.22
18,2,17,15,22,1650.10,150.23
50,31,23,1378,55,607.66,10.17
12,36,22,370,86,5764.08,406.49
40,26,29,1518,16,418.48,34.48
12,70,15,214,94,3103.31,256.18
20,97,22,1182,19,1586.08,110.94
41,52,16,126,7,486.65,38.47
15,78,25,107,80,5964.48,236.18
14,52,5,1638,66,3571.92,180.11
7,30,9,327,59,5072.17,162.37
39,43,24,1317,5,268.91,17.33
28,21,6,988,25,1585.19,58.90
10,85,3,1778,66,4224.62,254.30
30,35,13,891,83,4862.85,130.59
32,85,7,1351,85,6146.54,194.04
44,66,14,1155,85,3745.69,261.51
36,81,23,1669,78,1821.86,52.27
26,68,1,72,34,2442.81,225.68
49,82,25,480,74,1887.55,160.64
32,34,4,1307,66,2807.85,171.85
11,31,13,71,69,2122.45,66.92
44,38,7,508,11,86.64,0.32
30,2,12,1606,47,1062.65,88.04
50,70,1,1151,74,2960.64,120.73
36,50,7,587,2,101.92,6.08
30,22,13,136,76,3492.80,309.07
28,9,17,188,55,4642.20,201.39
19,46,25,1638,15,1474.95,139.44
16,93,26,585,9,231.57,18.84
23,94,28,928,86,2424.54,81.14
8,1,28,1292,94,2467.77,154.82
2,27,2,264,11,154.21,1.53
49,57,25,490,44,3686.23,271.89
25,72,17,1131,50,282.47,6.69
20,89,10,1247,18,783.78,47.21
18,74,7,664,17,1168.66,11.38
34,67,12,302,88,2332.85,159.27
1,66,5,1244,78,965.02,51.15
18,39,21,287,35,1169.98,68.82
8,63,24,153,89,6658.63,542.25
30,43,15,1554,56,2942.22,55.86
43,48,23,1816,98,4568.88,70.07
31,2,14,1462,57,2248.38,48.56
21,27,30,1078,19,241.31,10.92
14,29,12,1473,48,4207.02,179.20
14,26,17,656,42,538.87,34.44
13,57,7,764,32,1923.52,37.79
17,36,7,1239,64,2544.11,131.47
32,22,14,249,16,786.09,4.52
40,32,22,1040,63,1737.22,160.73
18,84,30,63,65,3469.61,212.79
23,37,26,1697,53,1902.87,16.96
26,71,4,256,18,1218.41,77.90
29,58,12,17,36,1682.46,65.12
14,9,24,1646,32,1620.65,58.90
45,57,1,763,58,1158.71,27.43
22,43,4,1562,78,6921.22,455.54
7,56,9,1399,89,1752.49,28.90
35,74,25,161,96,2253.67,44.03
50,30,1,608,98,3053.60,301.96
19,60,5,1625,4,274.34,1.63
12,99,6,1725,58,4872.73,166.64
28,22,24,10,46,3545.06,256.58
27,54,3,535,17,796.62,16.76
11,69,22,1788,77,4361.86,60.88
1,52,23,707,67,2801.83,129.34
9,23,1,688,91,4655.48,2.52
41,3,3,394,95,6359.94,586.63
8,84,8,1424,84,67.25,3.07
44,99,6,218,18,798.90,35.70
22,71,5,1742,97,6515.22,637.19
23,6,26,761,92,1589.24,60.30
12,51,20,1625,90,4772.20,419.06
37,32,3,167,64,4426.73,177.61
29,45,3,543,89,6044.65,233.77
3,92,18,858,17,1236.52,19.65
16,89,13,626,54,3442.39,325.90
6,39,22,1443,79,7202.55,639.61
31,95,13,461,23,1283.25,82.36
49,62,16,1673,13,1263.41,49.69
7,21,10,358,78,903.35,28.55
23,65,29,1777,49,567.02,40.91
22,46,24,577,25,2214.65,71.57
35,93,30,1442,75,3895.27,85.44
28,79,4,1481,35,565.23,37.39
32,99,28,1222,27,446.32,9.54
33,17,3,1100,95,8907.29,769.60
19,10,27,800,71,6167.93,585.36
1,62,30,924,92,286.70,2.00
21,5,22,1057,42,516.48,37.34
22,35,24,1559,52,682.54,37.76
29,85,18,328,100,1060.26,62.35
11,49,20,403,2,17.88,1.74
44,25,4,1662,24,274.19,6.15
9,96,19,643,98,2079.52,115.86
29,70,17,1538,2,179.34,0.31
9,19,22,615,88,5420.26,305.39
25,60,24,282,55,5271.51,524.47
16,35,29,382,4,379.91,2.83
20,26,14,1040,1,21.70,2.04
25,5,22,406,28,1821.02,150.80
37,53,19,478,70,4187.45,84.90
9,27,3,375,56,1180.27,78.97
49,3,26,433,38,2190.09,23.88
37,62,9,995,37,310.24,25.44
14,45,8,473,24,664.80,18.39
29,31,16,253,30,1093.13,99.51
13,40,9,393,94,1174.03,25.59
44,42,19,1762,43,1565.92,55.66
18,81,13,951,27,1482.89,74.83
36,5,28,123,86,3739.75,164.74
27,71,3,892,37,788.88,27.77
17,44,25,1181,87,1431.15,23.47
2,79,15,310,75,2193.57,172.94
20,16,3,666,6,10.68,0.12
30,95,22,131,81,4223.37,292.08
26,63,24,488,60,228.85,17.63
14,31,28,1107,48,2721.96,109.56
20,39,22,160,21,837.11,47.39
40,32,18,456,70,917.10,46.61
33,85,2,1597,8,732.24,70.51
42,35,5,1038,11,466.91,30.02
26,38,5,1507,89,7681.95,216.52
20,32,18,1150,100,1868.85,160.10
28,77,24,34,34,38.02,0.57
10,81,7,1330,20,759.08,43.25
41,66,6,1727,7,4.69,0.33
6,72,29,451,6,383.04,1.70
12,21,18,746,42,237.92,9.36
8,67,14,1096,11,20.94,0.19
44,59,17,199,11,1013.00,25.87
12,30,22,584,8,658.35,46.47
48,10,3,1303,17,37.16,3.18
42,12,28,1647,85,3870.14,365.55
36,22,5,250,39,2519.02,92.19
16,32,6,1586,83,3161.60,246.28
33,44,23,946,52,1282.89,14.82
37,69,27,1345,46,894.02,50.29
22,79,10,1558,89,6376.17,314.88
28,7,9,474,10,165.01,15.05
16,54,23,1614,27,2548.63,32.27
49,1,16,1601,88,6495.39,11.64
50,45,27,1177,16,962.65,28.71
31,96,13,1218,72,2311.90,82.77
40,23,30,1352,35,2110.35,96.92
45,46,11,1339,48,2415.95,158.28
34,33,17,1167,96,885.17,42.54
38,44,21,1320,61,4725.77,449.89
2,48,28,41,56,1017.57,22.15
12,65,18,1731,1,70.74,5.45
13,3,19,784,45,493.33,30.65
38,42,15,1752,71,4892.04,60.48
24,19,18,1615,39,3354.98,2.92
34,72,17,1668,53,5062.21,470.65
21,66,14,1269,100,2026.22,201.70
4,60,15,794,97,988.21,49.80
39,1,1,1162,23,1948.54,6.23
7,87,5,1726,42,2903.53,266.00
46,24,12,586,23,1175.15,25.64
5,44,8,347,14,1085.26,76.07
20,39,2,1138,14,1203.17,53.70
28,89,30,1603,62,2098.79,117.59
40,15,13,1163,69,1405.21,77.61
32,31,11,1755,10,329.42,19.56
16,48,11,565,68,3988.57,51.46
16,49,2,600,90,1009.15,8.57
45,65,28,1453,94,6871.77,22.03
14,15,17,1349,87,505.14,43.27
12,21,3,1459,98,5435.49,355.83
20,37,4,657,23,2260.50,166.73
17,52,8,560,21,1708.06,113.96
35,23,22,1001,16,1410.20,24.78
34,35,3,695,94,8980.17,223.50
4,80,3,1448,69,2509.13,127.82
26,4,19,340,40,2646.51,62.06
29,76,1,623,73,1865.34,159.63
14,70,17,1617,47,2743.40,132.08
39,74,12,1648,80,4448.78,52.36
25,65,22,178,77,1706.74,38.22
50,81,12,932,98,6962.63,136.85
26,65,4,1453,14,660.53,53.12
39,84,25,1412,35,2310.82,125.66
33,85,23,1452,30,1725.58,138.52
28,17,27,1199,32,1235.46,53.91
38,65,12,1182,58,1017.04,21.61
24,58,17,498,8,757.03,41.03
2,99,8,201,72,41.05,1.37
38,16,2,1823,71,5997.13,153.84
19,94,20,834,96,8428.15,165.18
33,77,11,986,62,940.15,80.34
28,4,9,1112,86,6463.41,133.15
24,24,2,136,85,1368.00,15.47
30,5,21,904,65,4364.79,205.12
30,25,22,860,28,2675.67,243.79
42,57,12,89,89,4608.49,378.77
3,7,21,448,32,447.92,39.13
36,96,13,105,62,3204.85,257.76
5,22,12,1657,7,484.51,2.59
48,60,25,1091,51,2497.00,42.40
13,3,5,1631,56,1075.78,104.24
13,29,15,1107,36,371.50,28.52
43,38,9,802,20,1518.54,81.60
31,55,30,680,27,2108.78,156.67
24,74,16,443,20,626.65,62.29
41,67,21,1633,23,693.22,58.42
42,56,13,1518,90,899.05,82.83
43,85,28,1490,61,5738.33,195.77
50,33,20,518,94,4908.10,66.14
18,89,29,1126,53,2257.55,10.47
8,83,19,1771,15,301.82,0.70
38,94,15,1290,62,4800.74,340.80
9,80,21,1079,36,1257.17,6.49
26,41,19,434,5,58.02,0.77
47,84,9,438,65,2671.92,133.66
39,95,6,480,94,490.15,42.67
33,55,10,1757,50,1518.62,138.22
22,60,12,520,90,3237.85,21.91
31,90,12,1356,63,6196.74,439.31
34,6,17,967,61,4988.89,258.06
2,25,25,531,51,1072.90,78.59
46,34,17,315,22,1375.78,133.60
37,1,1,604,39,776.03,4.56
36,89,20,1053,48,258.89,10.11
50,35,28,1273,57,947.25,40.17
2,5,26,1660,86,158.88,1.44
42,71,6,787,26,1743.18,75.04
34,52,12,99,49,953.43,76.18
29,84,23,1170,88,8117.27,28.86
16,2,11,1080,38,577.74,13.73
1,7,17,1121,16,1241.33,58.85
43,27,18,1482,91,3717.19,132.67
26,12,25,625,36,1055.96,74.77
20,7,12,1074,51,4649.21,338.11
36,73,27,106,76,3241.09,321.81
6,14,26,1800,40,3032.61,151.78
1,78,29,1185,37,107.43,3.24
46,24,23,1258,62,5661.95,438.32
18,14,25,507,99,9713.99,947.90
38,62,9,1606,63,1790.98,107.92
28,88,4,1353,84,3250.97,266.66
25,71,10,1435,23,150.96,7.92
32,94,19,1408,74,5115.10,393.59
31,10,20,1156,85,1748.02,135.19
1,96,29,600,83,3042.36,148.84
11,5,15,244,65,503.53,8.59
33,90,8,1006,33,2233.70,31.62
30,23,25,1026,75,2584.11,214.91
19,78,16,787,76,1241.03,45.22
32,89,21,713,85,7293.61,613.66
13,51,27,1613,43,2784.28,223.16
30,67,26,1442,82,1441.74,115.52
43,57,28,716,53,115.56,4.44
11,20,5,112,28,2302.64,27.83
14,49,30,864,75,2233.69,125.50
16,87,10,1658,66,1615.22,76.87
4,36,1,1086,89,4687.56,449.83
21,95,2,1253,37,52.39,0.36
48,23,19,342,15,1452.71,49.13
36,89,16,1455,31,3009.40,223.32
32,86,2,604,53,1133.43,48.29
46,4,24,746,41,3359.49,159.00
25,37,27,1371,82,4145.19,377.69
22,53,3,1814,63,3633.71,151.68
2,80,7,247,47,1607.02,128.48
20,35,5,1278,59,3733.40,28.62
23,52,16,590,60,5869.50,104.06
39,19,10,4,7,131.23,5.77
25,99,26,1297,40,2863.06,79.81
23,47,3,1607,1,24.42,2.33
30,46,30,719,98,1711.09,23.32
44,20,9,1497,26,1789.51,92.69
9,28,28,120,39,1904.55,21.50
6,19,30,720,97,431.98,13.08
40,25,13,1324,40,2704.63,60.88
42,86,2,334,44,2157.80,72.51
5,70,28,40,50,1195.23,98.16
49,63,16,1667,69,4573.64,270.69
13,57,8,1791,33,695.84,19.45
13,12,25,688,42,3439.56,36.59
22,48,20,307,62,2090.45,201.49
27,19,1,53,12,612.59,46.97
24,9,4,44,54,2546.71,105.70
24,22,13,1808,96,5279.03,46.13
37,91,26,1131,17,241.92,1.55
5,28,20,1003,89,1309.46,46.83
7,48,21,273,40,404.15,20.81
48,63,22,1686,14,180.77,14.82
40,72,19,800,21,1544.22,28.02
48,89,21,139,54,5345.60,138.32
11,41,6,1661,1,78.82,5.92
45,69,12,1467,86,4834.75,451.33
7,98,24,1552,63,1335.21,53.09
2,14,16,351,36,1416.12,134.31
50,93,27,1660,63,3071.34,137.70
45,14,19,13,10,234.01,3.95
8,89,30,611,91,5139.89,433.86
3,67,2,167,77,4802.26,59.94
31,96,30,631,82,4515.01,300.40
46,65,10,845,37,3648.46,161.14
31,89,1,238,11,475.83,46.31
46,59,10,1681,83,6270.28,208.86
25,32,3,408,55,3923.54,80.78
20,73,5,648,99,7489.44,674.69
2,48,15,50,52,2218.11,181.32
25,82,22,1160,23,1364.26,120.14
1,46,23,237,98,121.88,7.28
30,46,1,154,46,4137.00,376.21
48,58,8,1373,15,1372.94,74.18
11,97,5,780,80,3020.69,151.42
16,17,10,205,56,3517.83,68.01
9,98,13,1454,63,3469.56,224.91
19,21,8,1610,25,1813.81,162.09
28,99,12,637,42,914.85,41.32
32,19,26,26,13,454.56,6.89
2,38,8,930,75,4215.35,375.32
15,79,4,1659,2,138.50,1.03
11,54,6,404,78,452.72,37.48
4,91,17,1100,85,420.37,21.95
47,29,3,329,94,3191.59,14.60
44,81,10,187,41,2850.32,190.67
43,77,12,1633,97,4955.16,18.64
5,92,5,440,17,198.56,11.44
46,81,11,1305,51,4312.75,420.21
7,90,5,1610,77,2134.25,39.84
7,74,5,1578,95,3178.01,280.65
2,96,19,84,42,2865.73,81.69
44,45,30,1602,71,6286.72,169.66
34,14,28,71,74,615.89,39.40
8,71,23,203,38,1260.58,95.61
48,41,3,1530,68,3078.41,125.42
45,88,3,47,81,4104.85,24.26
11,53,7,198,31,1588.12,106.74
45,16,19,1798,74,4890.91,203.57
12,96,6,294,7,682.96,46.69
44,68,6,6,100,9453.83,406.81
2,31,4,1386,93,3701.57,71.85
21,82,21,1137,91,6712.46,414.79
26,15,28,1210,88,8149.47,186.58
21,42,25,370,42,4111.87,212.48
1,81,25,1266,6,557.19,12.74
31,7,24,263,18,722.59,5.96
24,33,15,185,93,2447.95,26.49
48,75,27,542,16,1293.87,95.05
41,48,20,1408,31,990.25,30.32
42,97,6,968,27,456.92,42.15
29,75,15,74,1,0.93,0.08
35,78,26,1524,43,279.88,5.93
10,67,1,210,20,1135.93,112.17
9,56,22,172,18,1062.15,66.21
25,61,12,1760,25,2315.20,92.83
2,37,1,148,73,1827.52,88.10
27,93,25,1187,14,196.68,17.28
24,44,4,1458,42,3325.65,148.93
8,99,23,1733,95,2304.85,86.10
37,8,9,284,21,1667.26,39.51
26,62,9,834,23,1656.36,130.56
23,84,1,703,100,9516.58,829.26
21,99,3,1780,71,6773.21,326.54
20,41,7,511,10,372.72,11.20
11,25,12,948,44,1583.05,75.37
34,47,16,312,60,5075.21,253.07
26,94,19,644,59,406.79,37.54
47,46,9,1340,78,5122.74,35.06
7,28,22,470,32,2448.24,85.93
32,18,26,791,5,243.69,22.17
49,29,26,1291,80,2779.82,193.61
38,64,23,808,90,6010.26,72.59
5,61,21,1588,18,1076.52,5.53
18,82,20,1459,13,551.90,1.12
26,32,9,195,85,2755.90,29.59
18,55,12,1273,38,3241.89,184.23
34,4,15,1815,26,1876.57,160.31
5,65,21,1590,19,376.55,30.86
21,87,28,404,28,1004.73,36.38
26,68,30,941,3,7.14,0.71
12,90,30,663,42,1458.90,111.94
14,81,10,680,98,7754.05,62.78
12,52,17,1122,98,813.61,38.77
4,3,1,1813,62,1850.55,169.01
27,14,26,751,61,1040.89,23.46
48,59,2,589,9,714.65,7.19
5,40,22,39,86,8491.03,506.64
1,8,5,9,71,1117.38,37.20
24,2,7,817,60,649.85,1.35
15,37,10,865,36,1697.22,10.12
38,75,28,1082,76,5852.85,342.06
31,5,22,1782,65,119.14,11.02
42,52,22,1098,42,1442.57,42.66
50,100,3,1784,51,2685.34,173.16
39,44,16,1306,77,6624.39,417.91
1,40,2,633,46,1077.08,19.33
1,14,12,1417,38,653.53,54.57
8,81,20,1369,93,8327.86,500.56
34,12,22,796,26,499.14,26.14
42,41,1,1160,35,818.16,47.90
39,5,6,392,74,1630.30,134.63
33,31,7,1655,60,1226.83,73.32
44,75,2,293,45,792.88,6.58
19,62,4,1404,50,48.38,1.29
31,22,1,274,69,5461.04,225.61
44,28,13,651,95,9086.32,196.59
10,57,2,1723,30,699.72,64.34
46,27,13,836,85,3976.54,87.55
48,79,2,250,69,3636.30,246.97
36,79,3,1075,27,1298.87,108.43
19,86,25,1410,17,102.94,6.59
5,39,17,20,8,544.02,46.17
44,28,18,593,96,7900.16,593.51
12,57,1,1310,79,1267.86,40.48
33,95,27,1649,65,3284.57,151.92
17,24,21,1728,41,1372.58,80.31
13,3,17,1493,59,5525.30,203.14
5,49,4,325,80,4057.38,45.49
33,68,16,174,64,2704.83,91.71
34,89,29,1708,82,7884.81,341.53
28,24,22,644,52,2139.36,112.33
19,20,5,982,19,78.93,6.06
25,49,18,477,53,1234.76,76.78
50,17,11,1117,45,933.43,5.19
12,41,28,609,15,75.84,5.65
7,72,25,359,33,1135.44,58.43
22,39,18,1565,72,988.53,95.63
34,93,19,945,68,977.34,77.37
24,74,9,618,4,140.72,5.64
48,32,27,1516,7,506.36,31.88
8,92,22,1249,7,563.07,45.91
1,42,27,401,74,859.92,71.88
24,19,11,1237,58,2408.68,95.21
26,35,28,1817,66,4115.94,279.91
50,59,2,1305,68,2122.15,122.42
6,1,20,318,43,2334.58,1.34
20,10,14,159,76,7223.23,620.00
1,12,3,331,32,800.16,54.58
49,14,23,377,74,6163.73,64.48
16,18,7,1615,14,539.21,49.78
33,26,12,1263,85,5104.07,147.86
42,16,28,916,34,3270.23,49.97
45,63,25,1038,25,723.39,53.13
35,87,2,322,52,4414.71,164.25
11,81,11,783,68,2534.83,173.01
42,9,13,1485,66,3188.44,197.44
2,67,24,877,39,1038.17,65.69
48,96,13,812,64,4434.59,137.66
13,91,28,307,90,2768.83,130.45
20,55,30,836,25,2487.01,158.97
38,41,6,20,87,3406.47,157.81
5,4,18,1785,9,166.59,12.64
44,74,26,1346,82,5695.53,151.70
33,7,3,597,42,3120.85,227.70
14,94,5,1042,86,2199.06,101.67
19,51,7,493,81,5428.64,379.49
29,34,29,663,7,298.23,20.73
46,49,10,1762,20,975.62,58.24
28,63,25,486,45,2529.43,7.85
35,35,7,1598,75,4363.87,41.73
11,54,22,1826,67,1370.31,104.54
44,19,6,845,58,1119.93,8.12
25,62,13,1656,18,125.29,4.93
49,40,17,1351,40,3024.85,251.88
48,85,8,293,56,5087.60,232.11
26,22,17,249,23,1096.03,3.21
49,26,4,388,41,129.00,5.49
38,100,30,626,97,9477.37,371.74
42,52,20,939,73,6302.73,33.47
43,98,25,977,30,547.92,21.07
4,87,3,145,32,1745.09,85.74
20,58,26,1594,98,1811.84,32.36
44,8,7,684,24,1853.26,49.89
8,46,21,1004,5,492.60,39.32
49,69,12,259,28,2371.34,109.28
42,97,23,9,96,5400.44,504.06
37,26,2,696,38,113.44,5.10
37,27,20,859,52,4803.90,271.41
38,22,15,218,70,5686.92,505.28
14,3,1,1215,2,36.76,1.10
10,57,24,1659,44,1985.04,91.20
43,44,24,1600,22,2154.06,59.86
49,55,17,1121,44,605.66,10.47
30,88,15,1770,28,1753.92,132.71
43,88,2,172,55,4248.07,339.30
37,54,9,750,62,5203.64,198.28
6,4,6,1502,23,33.00,0.32
45,2,29,627,47,2063.08,29.85
44,80,19,909,90,1423.58,84.58
3,54,23,608,4,90.48,4.66
46,43,27,475,9,191.38,0.80
42,96,30,1070,11,606.96,34.12
21,22,20,1526,92,1341.96,97.39
48,83,25,129,75,3407.33,200.87
39,4,3,1653,3,261.22,5.15
49,56,19,203,1,93.94,3.42
1,9,23,773,80,3084.72,108.20
34,96,22,236,29,1527.63,144.83
23,34,23,967,36,1908.78,124.23
30,71,26,664,17,940.87,30.50
33,68,30,1567,80,3065.37,152.88
25,55,22,958,2,93.96,5.36
11,74,27,21,16,1359.76,107.25
49,8,6,620,41,535.94,20.76
6,31,12,649,42,2570.13,165.76
41,77,17,323,36,942.95,3.34
30,86,18,475,75,261.53,5.64
11,74,9,1439,83,7105.12,531.96
3,36,3,1633,7,406.31,7.54
44,23,4,496,74,3147.19,83.50
34,91,27,1356,27,1768.44,161.39
26,80,22,1004,69,2740.75,139.90
34,23,5,1052,51,1988.37,181.73
25,21,13,220,70,3104.27,86.87
37,8,1,1059,89,6920.12,55.64
25,2,8,1682,73,4860.47,215.00
16,5,25,1597,43,2396.27,181.84
1,37,7,1294,80,3985.34,174.20
19,82,16,724,97,1585.45,56.24
7,2,12,414,33,3230.27,198.65
50,8,16,512,27,132.97,11.74
29,93,26,1276,100,3211.25,242.86
32,43,30,536,61,5723.99,500.21
44,72,27,97,96,8671.77,528.21
30,14,17,921,51,4322.61,359.35
41,33,30,1774,31,2993.83,164.78
38,71,12,469,48,2795.39,2.14
21,63,16,741,96,9104.34,704.88
47,11,5,638,65,1271.15,92.75
10,32,4,983,45,669.63,51.42
4,99,26,911,66,5462.13,253.74
23,99,18,1774,38,3282.55,325.80
19,6,11,1718,96,2619.50,194.17
31,95,21,1463,35,1293.41,106.68
13,34,11,349,21,1525.01,10.77
33,50,14,1253,56,4434.53,236.77
